status,op_kind,op_subtype,execution_mode,dtype,m,n,k,tp,kernel_source,case_id,measured_us_p50,measured_us_p10,measured_us_p90,roofline_us,roofline_gap,roofline_bottleneck,t_compute_us,t_memory_us,arithmetic_intensity,source_profiles
ok,gemm,qkv_proj,eager,bf16,1,6144,2560,1,vllm_row_parallel_linear,gemm__qkv_proj_tp1_m1_eager__cf5873ead172,46.671999618411064,46.06720060110092,62.97600083053112,31.224888888888884,1.4947050663491361,memory,0.19041937046004842,31.22488888888889,0.9994469206493802,qwen3_4b
ok,gemm,o_proj,eager,bf16,1,2560,4096,1,vllm_row_parallel_linear,gemm__o_proj_tp1_m1_eager__a49c912175c8,45.60000076889992,45.05600035190582,48.00960160791874,20.81828571428571,2.1903821186203025,memory,0.1269462469733656,20.818285714285715,0.9993656370467965,qwen3_4b
ok,gemm,gate_up_proj,eager,bf16,1,19456,2560,1,vllm_row_parallel_linear,gemm__gate_up_proj_tp1_m1_eager__e3855155f7bf,133.63199681043625,132.90559947490692,137.42080181837082,98.86780952380953,1.351622914010801,memory,0.6029946731234866,98.86780952380951,0.9995581722717137,qwen3_4b
ok,gemm,down_proj,eager,bf16,1,2560,9728,1,vllm_row_parallel_linear,gemm__down_proj_tp1_m1_eager__af9970db2d85,60.48000045120716,58.36800113320351,66.355200111866,49.43644444444444,1.2233889619463474,memory,0.3014973365617433,49.43644444444444,0.9995068222916325,qwen3_4b
ok,gemm,qkv_proj,eager,bf16,4,6144,2560,1,vllm_row_parallel_linear,gemm__qkv_proj_tp1_m4_eager__afddf00492b6,70.68800181150436,68.50560083985329,77.17759683728218,31.276698412698412,2.260085156008822,memory,0.7616774818401937,31.276698412698412,3.9911653891126413,qwen3_4b
ok,gemm,o_proj,eager,bf16,4,2560,4096,1,vllm_row_parallel_linear,gemm__o_proj_tp1_m4_eager__99e4d26aec26,61.43999844789505,59.28960144519806,63.999999314546585,20.85790476190476,2.945645746743946,memory,0.5077849878934624,20.85790476190476,3.9898694720436394,qwen3_4b
ok,gemm,gate_up_proj,eager,bf16,4,19456,2560,1,vllm_row_parallel_linear,gemm__gate_up_proj_tp1_m4_eager__215ea7136ab1,136.73599809408188,136.19199395179749,141.5744036436081,98.99885714285715,1.381187642366107,memory,2.4119786924939466,98.99885714285715,3.992940114107458,qwen3_4b
ok,gemm,down_proj,eager,bf16,4,2560,9728,1,vllm_row_parallel_linear,gemm__down_proj_tp1_m4_eager__bb3eb685a44d,83.99999886751175,80.89599758386612,87.65439987182617,49.509587301587295,1.696641063796924,memory,1.2059893462469733,49.5095873015873,3.9921208141825346,qwen3_4b
ok,gemm,qkv_proj,eager,bf16,16,6144,2560,1,vllm_row_parallel_linear,gemm__qkv_proj_tp1_m16_eager__baa70356b0a8,65.0239996612072,61.33759878575802,66.96960031986237,31.483936507936505,2.065307165284617,memory,3.0467099273607747,31.483936507936512,15.859576664945793,qwen3_4b
ok,gemm,o_proj,eager,bf16,16,2560,4096,1,vllm_row_parallel_linear,gemm__o_proj_tp1_m16_eager__f508ced95de6,61.423998326063156,58.35519842803478,65.94559997320175,21.016380952380953,2.922672484155956,memory,2.0311399515738495,21.016380952380953,15.839133797370456,qwen3_4b
ok,gemm,gate_up_proj,eager,bf16,16,19456,2560,1,vllm_row_parallel_linear,gemm__gate_up_proj_tp1_m16_eager__1e27829a8f11,139.26400244235992,138.2399946451187,141.61280244588852,99.52304761904762,1.3993140862750904,memory,9.647914769975786,99.52304761904762,15.887636779356525,qwen3_4b
ok,gemm,down_proj,eager,bf16,16,2560,9728,1,vllm_row_parallel_linear,gemm__down_proj_tp1_m16_eager__a67c8910ae46,82.91199803352356,80.89599758386612,84.33279916644096,49.80215873015873,1.6648273919763739,memory,4.823957384987893,49.80215873015873,15.87467362924282,qwen3_4b
ok,gemm,qkv_proj,eager,bf16,32,6144,2560,1,vllm_row_parallel_linear,gemm__qkv_proj_tp1_m32_eager__f564e35de4c3,59.408001601696014,58.36800113320351,62.675198912620544,31.760253968253966,1.8705140601544754,memory,6.0934198547215495,31.760253968253966,31.443193449334697,qwen3_4b
ok,gemm,o_proj,eager,bf16,32,2560,4096,1,vllm_row_parallel_linear,gemm__o_proj_tp1_m32_eager__46d343ba43ab,48.208000138401985,47.00160101056099,51.79839953780174,21.227682539682537,2.270996848020648,memory,4.062279903147699,21.22768253968254,31.362940275650843,qwen3_4b
ok,gemm,gate_up_proj,eager,bf16,32,19456,2560,1,vllm_row_parallel_linear,gemm__gate_up_proj_tp1_m32_eager__14cd5db30b64,147.40800112485886,145.3056037425995,151.6544058918953,100.22196825396826,1.4708152682784923,memory,19.295829539951573,100.22196825396826,31.55368147907882,qwen3_4b
ok,gemm,down_proj,eager,bf16,32,2560,9728,1,vllm_row_parallel_linear,gemm__down_proj_tp1_m32_eager__ea1993263a26,71.16800174117088,68.72320175170898,72.99520298838615,50.19225396825397,1.4179080657781145,memory,9.647914769975786,50.19225396825397,31.502590673575128,qwen3_4b
ok,gemm,qkv_proj,eager,bf16,128,6144,2560,1,vllm_row_parallel_linear,gemm__qkv_proj_tp1_m128_eager__5784803f43ad,83.96799862384796,81.61279782652855,86.32319942116737,33.41815873015873,2.5126458732171186,memory,24.373679418886198,33.41815873015873,119.53307392996109,qwen3_4b
ok,gemm,o_proj,eager,bf16,128,2560,4096,1,vllm_row_parallel_linear,gemm__o_proj_tp1_m128_eager__5272f51efaab,91.64800122380257,89.01440054178238,141.9263944029808,22.495492063492065,4.074060748043743,memory,16.249119612590796,22.495492063492065,118.38150289017341,qwen3_4b
ok,gemm,gate_up_proj,eager,bf16,128,19456,2560,1,vllm_row_parallel_linear,gemm__gate_up_proj_tp1_m128_eager__3434923ded37,152.0640030503273,149.50400590896606,160.05119532346725,104.41549206349207,1.4563356456517156,memory,77.18331815980629,104.41549206349207,121.14570361145704,qwen3_4b
ok,gemm,down_proj,eager,bf16,128,2560,9728,1,vllm_row_parallel_linear,gemm__down_proj_tp1_m128_eager__4a4911874445,87.0399996638298,85.91359928250313,89.39520046114922,52.532825396825395,1.6568688054819474,memory,38.591659079903145,52.532825396825395,120.39603960396039,qwen3_4b
ok,gemm,qkv_proj,eager,bf16,512,6144,2560,1,vllm_row_parallel_linear,gemm__qkv_proj_tp1_m512_eager__60c943c9e2c7,145.456001162529,143.25760304927826,151.49440616369247,97.49471767554479,1.4919372518888234,compute,97.49471767554479,40.04977777777778,398.961038961039,qwen3_4b
ok,gemm,o_proj,eager,bf16,512,2560,4096,1,vllm_row_parallel_linear,gemm__o_proj_tp1_m512_eager__d467f415b02a,126.97599828243256,125.95200538635254,131.37919902801514,64.99647845036318,1.9535827372463292,compute,64.99647845036318,27.56673015873016,386.41509433962267,qwen3_4b
ok,gemm,gate_up_proj,eager,bf16,512,19456,2560,1,vllm_row_parallel_linear,gemm__gate_up_proj_tp1_m512_eager__ce7c9a8b0ef4,373.24801087379456,371.71199917793274,377.13920772075653,308.73327263922516,1.2089659390549687,compute,308.73327263922516,121.18958730158731,417.51072961373393,qwen3_4b
ok,gemm,down_proj,eager,bf16,512,2560,9728,1,vllm_row_parallel_linear,gemm__down_proj_tp1_m512_eager__0b36355f41ba,211.93600445985794,210.84159761667252,214.6176040172577,154.36663631961258,1.3729391888869646,compute,154.36663631961258,61.895111111111106,408.73949579831935,qwen3_4b
ok,gemm,qkv_proj,eager,bf16,2048,6144,2560,1,vllm_row_parallel_linear,gemm__qkv_proj_tp1_m2048_eager__ff5a7737ece0,451.07200741767883,441.3439929485321,454.0415972471237,389.97887070217917,1.156657555845264,compute,389.97887070217917,66.57625396825398,960.0,qwen3_4b
ok,gemm,o_proj,eager,bf16,2048,2560,4096,1,vllm_row_parallel_linear,gemm__o_proj_tp1_m2048_eager__d5ea4bd89e5a,333.8240087032318,331.67359232902527,340.17279744148254,259.98591380145274,1.2840080595988292,compute,259.98591380145274,47.85168253968254,890.4347826086956,qwen3_4b
ok,gemm,gate_up_proj,eager,bf16,2048,19456,2560,1,vllm_row_parallel_linear,gemm__gate_up_proj_tp1_m2048_eager__37351916f635,1317.3760175704956,1315.8400058746338,1321.3696360588074,1234.9330905569007,1.066759023338193,compute,1234.9330905569007,188.28596825396824,1074.9171270718232,qwen3_4b
ok,gemm,down_proj,eager,bf16,2048,2560,9728,1,vllm_row_parallel_linear,gemm__down_proj_tp1_m2048_eager__ad36c17032aa,676.8640279769897,675.6352186203003,682.1888089179993,617.4665452784503,1.0961954670301268,compute,617.4665452784503,99.34425396825397,1018.6387434554974,qwen3_4b
ok,gemm,qkv_proj,eager,bf16,4096,6144,2560,1,vllm_row_parallel_linear,gemm__qkv_proj_tp1_m4096_eager__0ded3b2678d2,845.8240032196045,844.7967946529388,859.443187713623,779.9577414043583,1.0844485006285727,compute,779.9577414043583,101.94488888888888,1253.8775510204082,qwen3_4b
ok,gemm,o_proj,eager,bf16,4096,2560,4096,1,vllm_row_parallel_linear,gemm__o_proj_tp1_m4096_eager__ba5ef74088fa,568.8639879226685,567.296028137207,571.1295783519745,519.9718276029055,1.0940284794758173,compute,519.9718276029055,74.89828571428572,1137.7777777777778,qwen3_4b
ok,gemm,gate_up_proj,eager,bf16,4096,19456,2560,1,vllm_row_parallel_linear,gemm__gate_up_proj_tp1_m4096_eager__d2aaa9b468d0,2597.8879928588867,2594.611167907715,2603.6224365234375,2469.8661811138013,1.0518335012333961,compute,2469.8661811138013,277.74780952380956,1457.378277153558,qwen3_4b
ok,gemm,down_proj,eager,bf16,4096,2560,9728,1,vllm_row_parallel_linear,gemm__down_proj_tp1_m4096_eager__ba7c80d9d55f,1317.8880214691162,1316.5728092193604,1329.3567895889282,1234.9330905569007,1.0671736238558531,compute,1234.9330905569007,149.27644444444442,1355.8188153310105,qwen3_4b
ok,gemm,qkv_proj,eager,bf16,8192,6144,2560,1,vllm_row_parallel_linear,gemm__qkv_proj_tp1_m8192_eager__517b5ab8b17e,1618.880033493042,1491.7632341384888,1668.403148651123,1559.9154828087167,1.037799836807925,compute,1559.9154828087167,172.68215873015873,1480.4819277108434,qwen3_4b
ok,gemm,o_proj,eager,bf16,8192,2560,4096,1,vllm_row_parallel_linear,gemm__o_proj_tp1_m8192_eager__f9f780765ae3,1011.7119550704956,1009.6032381057739,1015.9103751182556,1039.943655205811,0.9728526637053927,compute,1039.943655205811,128.99149206349207,1321.2903225806451,qwen3_4b
