prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,4096,32.865
0,0,1,4096,31.808000000000003
0,0,1,4096,32.480000000000004
0,0,1,4096,32.608000000000004
0,0,1,4096,31.809
0,0,1,4096,31.744000000000003
0,0,1,4096,32.32
0,0,1,4096,32.192
0,0,1,4096,32.480000000000004
0,0,1,4096,31.840000000000003
0,0,1,4096,32.735
